Project Code,Country,Vendor,Manufacturing Site,Shipment Mode,Product Group,Sub Classification,Brand,Scheduled Delivery Date,Delivered to Client Date,PO Sent to Vendor Date,Weight,Freight Cost,Shipment Value,Insurance,Delivery Delay,Shipping Duration,Delivery Status,Shipment Year,Shipment Month,Shipment Quarter
104-CI-T30,C̫te d'Ivoire,SCMS from RDC,Mylan (formerly Matrix) Nashik,Air,ARV,Adult,Generic,2010-05-10,2010-05-07,,,,14640.0,31.56,-3,,On-Time,2010,May,2010Q2
105-GY-T30,Guyana,SCMS from RDC,"Aurobindo Unit III, India",Air,ARV,Adult,Generic,2010-06-07,2010-05-27,,,,4827.9,10.41,-11,,On-Time,2010,June,2010Q2
106-HT-T30,Haiti,SCMS from RDC,"Strides, Bangalore, India.",Air,ARV,Adult,Generic,2010-06-02,2010-06-09,,,,19851.6,42.8,7,,Delayed,2010,June,2010Q2
106-HT-T30,Haiti,SCMS from RDC,"Aurobindo Unit III, India",Air,ARV,Pediatric,Generic,2010-06-30,2010-06-09,,,,11842.32,25.53,-21,,On-Time,2010,June,2010Q2
106-HT-T30,Haiti,SCMS from RDC,"Aurobindo Unit III, India",Air,ARV,Adult,Generic,2010-06-30,2010-06-09,,,,720.72,1.55,-21,,On-Time,2010,June,2010Q2
114-UG-T30,Uganda,SCMS from RDC,Mylan (formerly Matrix) Nashik,Air,ARV,Adult,Generic,2010-06-30,2010-06-22,,109.0,2288.29,17625.0,38.0,-8,,On-Time,2010,June,2010Q2
151-NG-T30,Nigeria,SCMS from RDC,Hetero Unit III Hyderabad IN,Air,ARV,Adult,Generic,2010-05-31,2010-05-18,,15200.0,9735.95,1543012.68,3326.74,-13,,On-Time,2010,May,2010Q2
114-UG-T30,Uganda,SCMS from RDC,"Strides, Bangalore, India.",Air,ARV,Adult,Generic,2010-06-30,2010-06-15,,132.0,3661.42,6825.0,14.71,-15,,On-Time,2010,June,2010Q2
151-NG-T30,Nigeria,SCMS from RDC,"Strides, Bangalore, India.",Air,ARV,Adult,Generic,2010-07-15,2010-06-28,,2411.0,,96093.27,207.18,-17,,On-Time,2010,July,2010Q3
151-NG-T30,Nigeria,SCMS from RDC,"Strides, Bangalore, India.",Air,ARV,Adult,Generic,2010-07-15,2010-06-28,,1370.0,,54600.0,117.72,-17,,On-Time,2010,July,2010Q3
151-NG-T30,Nigeria,SCMS from RDC,"Aurobindo Unit III, India",Air,ARV,Adult,Generic,2010-07-15,2010-06-28,,428.0,,23000.0,49.59,-17,,On-Time,2010,July,2010Q3
151-NG-T30,Nigeria,SCMS from RDC,"Aurobindo Unit III, India",Air,ARV,Adult,Generic,2010-07-15,2010-06-28,,4013.0,,385732.38,831.64,-17,,On-Time,2010,July,2010Q3
151-NG-T30,Nigeria,SCMS from RDC,Mylan (formerly Matrix) Nashik,Air,ARV,Adult,Generic,2010-07-15,2010-06-28,,4050.0,,450000.0,970.2,-17,,On-Time,2010,July,2010Q3
151-NG-T30,Nigeria,SCMS from RDC,Mylan (formerly Matrix) Nashik,Air,ARV,Adult,Generic,2010-07-15,2010-06-28,,1801.0,,200000.0,431.2,-17,,On-Time,2010,July,2010Q3
114-UG-T30,Uganda,SCMS from RDC,Mylan (formerly Matrix) Nashik,Air,ARV,Adult,Generic,2010-08-04,2010-07-19,,,,29375.0,63.33,-16,,On-Time,2010,August,2010Q3
151-NG-T30,Nigeria,SCMS from RDC,"Aurobindo Unit III, India",Air Charter,ARV,Adult,Generic,2010-07-15,2010-06-28,,1040.0,,131400.0,283.3,-17,,On-Time,2010,July,2010Q3
113-ZW-T30,Zimbabwe,SCMS from RDC,"Strides, Bangalore, India.",Air,ARV,Adult,Generic,2010-07-30,2010-07-22,,,,12033.0,25.94,-8,,On-Time,2010,July,2010Q3
114-UG-T30,Uganda,SCMS from RDC,"Strides, Bangalore, India.",Air,ARV,Adult,Generic,2010-08-04,2010-08-02,,,,13350.0,28.78,-2,,On-Time,2010,August,2010Q3
114-UG-T30,Uganda,SCMS from RDC,"Cipla, Goa, India",Air,ARV,Adult,Generic,2010-08-04,2010-08-02,,,,8190.0,17.66,-2,,On-Time,2010,August,2010Q3
151-NG-T30,Nigeria,SCMS from RDC,"Aurobindo Unit III, India",Air Charter,ARV,Adult,Generic,2010-08-16,2010-08-17,,659.0,6147.18,56100.0,120.95,1,,Delayed,2010,August,2010Q3
151-NG-T30,Nigeria,SCMS from RDC,Mylan (formerly Matrix) Nashik,Air Charter,ARV,Adult,Generic,2010-08-09,2010-08-17,,270.0,6147.18,35250.0,76.0,8,,Delayed,2010,August,2010Q3
104-CI-T30,C̫te d'Ivoire,SCMS from RDC,Mylan (formerly Matrix) Nashik,Air,ARV,Adult,Generic,2010-08-31,2010-08-23,,,,39340.32,84.82,-8,,On-Time,2010,August,2010Q3
104-CI-T30,C̫te d'Ivoire,SCMS from RDC,"Strides, Bangalore, India.",Air,ARV,Adult,Generic,2010-08-31,2010-08-23,,,,1446.48,3.12,-8,,On-Time,2010,August,2010Q3
114-UG-T30,Uganda,SCMS from RDC,Mylan (formerly Matrix) Nashik,Air,ARV,Adult,Generic,2010-08-29,2010-08-27,,365.0,6068.75,47000.0,101.33,-2,,On-Time,2010,August,2010Q3
151-NG-T30,Nigeria,SCMS from RDC,"Aurobindo Unit III, India",Air Charter,ARV,Adult,Generic,2010-08-12,2010-08-17,,3344.0,6147.14,78078.0,168.34,5,,Delayed,2010,August,2010Q3
151-NG-T30,Nigeria,SCMS from RDC,"Aurobindo Unit III, India",Air Charter,ARV,Adult,Generic,2010-08-12,2010-08-17,,377.0,6147.18,9069.06,19.55,5,,Delayed,2010,August,2010Q3
102-UG-T30,Uganda,SCMS from RDC,Mylan (formerly Matrix) Nashik,Air,ARV,Adult,Generic,2010-10-29,2010-09-27,,,,37611.45,81.09,-32,,On-Time,2010,October,2010Q4
102-UG-T30,Uganda,SCMS from RDC,Mylan (formerly Matrix) Nashik,Air,ARV,Adult,Generic,2010-09-30,2010-08-23,,,,2968.15,6.4,-38,,On-Time,2010,September,2010Q3
104-CI-T30,C̫te d'Ivoire,SCMS from RDC,Hetero Unit III Hyderabad IN,Air,ARV,Adult,Generic,2010-09-14,2010-09-06,,5334.0,8815.65,542419.2,1169.46,-8,,On-Time,2010,September,2010Q3
102-UG-T30,Uganda,SCMS from RDC,Hetero Unit III Hyderabad IN,Air,ARV,Adult,Generic,2010-09-30,2010-09-02,,3457.0,35689.71,343821.15,741.28,-28,,On-Time,2010,September,2010Q3
110-ZM-T30,Zambia,SCMS from RDC,"Strides, Bangalore, India.",Air,ARV,Adult,Generic,2010-09-22,2010-09-01,,15140.0,16249.55,327915.9,706.99,-21,,On-Time,2010,September,2010Q3
110-ZM-T30,Zambia,SCMS from RDC,Hetero Unit III Hyderabad IN,Air,ARV,Adult,Generic,2010-09-27,2010-09-08,,579.0,4658.75,15331.4,33.05,-19,,On-Time,2010,September,2010Q3
104-CI-T30,C̫te d'Ivoire,SCMS from RDC,"Aurobindo Unit III, India",Air,ARV,Adult,Generic,2010-09-30,2010-09-25,,,,168950.0,364.26,-5,,On-Time,2010,September,2010Q3
104-CI-T30,C̫te d'Ivoire,SCMS from RDC,Mylan (formerly Matrix) Nashik,Truck,ARV,Adult,Generic,2010-10-19,2010-09-25,,,,1325867.4,2858.57,-24,,On-Time,2010,October,2010Q4
106-HT-T30,Haiti,SCMS from RDC,Hetero Unit III Hyderabad IN,Air,ARV,Adult,Generic,2010-09-30,2010-10-07,,,,451029.6,972.42,7,,Delayed,2010,September,2010Q3
110-ZM-T30,Zambia,SCMS from RDC,"Strides, Bangalore, India.",Truck,ARV,Adult,Generic,2010-11-04,2010-10-12,,,,342344.58,738.09,-23,,On-Time,2010,November,2010Q4
113-ZW-T30,Zimbabwe,SCMS from RDC,"Cipla, Goa, India",Truck,ARV,Adult,Generic,2010-09-30,2010-10-04,,,,286500.0,617.69,4,,Delayed,2010,September,2010Q3
106-HT-T30,Haiti,SCMS from RDC,"Aurobindo Unit III, India",Air,ARV,Pediatric,Generic,2010-10-08,2010-10-21,,69.0,29153.27,810.0,1.75,13,,Delayed,2010,October,2010Q4
102-UG-T30,Uganda,SCMS from RDC,Hetero Unit III Hyderabad IN,Air,ARV,Adult,Generic,2010-10-20,2010-10-25,,,,183876.3,396.44,5,,Delayed,2010,October,2010Q4
102-UG-T30,Uganda,SCMS from RDC,Mylan (formerly Matrix) Nashik,Air,ARV,Adult,Generic,2010-10-20,2010-10-25,,,,98406.25,212.16,5,,Delayed,2010,October,2010Q4
110-ZM-T30,Zambia,SCMS from RDC,Hetero Unit III Hyderabad IN,Truck,ARV,Adult,Generic,2010-11-04,2010-10-22,,8754.0,8109.91,399000.0,860.24,-13,,On-Time,2010,November,2010Q4
151-NG-T30,Nigeria,SCMS from RDC,"Aurobindo Unit III, India",Air,ARV,Pediatric,Generic,2010-10-22,2010-11-10,,,,20876.5,45.01,19,,Delayed,2010,October,2010Q4
151-NG-T30,Nigeria,SCMS from RDC,Mylan (formerly Matrix) Nashik,Air,ARV,Adult,Generic,2010-10-22,2010-11-10,,,,206082.0,444.31,19,,Delayed,2010,October,2010Q4
110-ZM-T30,Zambia,SCMS from RDC,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",Truck,ARV,Adult,Generic,2010-11-04,2010-11-08,,,,578560.0,1247.38,4,,Delayed,2010,November,2010Q4
104-CI-T30,C̫te d'Ivoire,SCMS from RDC,"Aurobindo Unit III, India",Truck,ARV,Pediatric,Generic,2010-11-30,2010-11-26,,,,15115.66,32.59,-4,,On-Time,2010,November,2010Q4
111-MZ-T30,Mozambique,SCMS from RDC,Mylan (formerly Matrix) Nashik,Air,ARV,Adult,Generic,2010-11-30,2010-12-13,,643.0,4156.94,28063.68,60.51,13,,Delayed,2010,November,2010Q4
104-CI-T30,C̫te d'Ivoire,SCMS from RDC,Hetero Unit III Hyderabad IN,Truck,ARV,Adult,Generic,2010-10-28,2010-11-23,,,,435434.4,938.8,26,,Delayed,2010,October,2010Q4
113-ZW-T30,Zimbabwe,SCMS from RDC,"Cipla, Goa, India",Truck,ARV,Adult,Generic,2010-11-30,2010-11-25,,,,608703.0,1312.36,-5,,On-Time,2010,November,2010Q4
110-ZM-T30,Zambia,SCMS from RDC,"Cipla, Patalganga, India",Truck,ARV,Adult,Generic,2010-11-26,2010-12-03,,20752.0,17520.43,270845.05,583.94,7,,Delayed,2010,November,2010Q4
104-CI-T30,C̫te d'Ivoire,SCMS from RDC,"Aurobindo Unit III, India",Air,ARV,Pediatric,Generic,2010-11-30,2010-12-09,,,,1113.02,2.4,9,,Delayed,2010,November,2010Q4
106-HT-T30,Haiti,SCMS from RDC,"Aurobindo Unit III, India",Air,ARV,Pediatric,Generic,2010-12-20,2011-01-05,,,,8898.5,19.19,16,,Delayed,2010,December,2010Q4
104-CI-T30,C̫te d'Ivoire,SCMS from RDC,"Aurobindo Unit III, India",Air,ARV,Adult,Generic,2010-12-15,2010-12-15,,364.0,2700.18,13152.0,28.36,0,,On-Time,2010,December,2010Q4
102-UG-T30,Uganda,SCMS from RDC,"Aurobindo Unit III, India",Truck,ARV,Adult,Generic,2011-01-14,2011-01-14,,1243.0,6120.6,103841.1,223.88,0,,On-Time,2011,January,2011Q1
202-GT-T30,Guatemala,SCMS from RDC,"Aurobindo Unit III, India",Air,ARV,Pediatric,Generic,2011-01-31,2011-01-24,,,,3286.08,5.42,-7,,On-Time,2011,January,2011Q1
151-NG-T30,Nigeria,SCMS from RDC,Mylan (formerly Matrix) Nashik,Air Charter,ARV,Adult,Generic,2011-02-22,2011-02-16,,,,605928.96,1306.38,-6,,On-Time,2011,February,2011Q1
151-NG-T30,Nigeria,SCMS from RDC,"Aurobindo Unit III, India",Air Charter,ARV,Adult,Generic,2011-02-22,2011-02-16,,,,280.0,0.6,-6,,On-Time,2011,February,2011Q1
202-GT-T30,Guatemala,SCMS from RDC,Mylan (formerly Matrix) Nashik,Air,ARV,Adult,Generic,2011-01-31,2011-02-10,,2634.0,20805.8,31077.5,51.28,10,,Delayed,2011,January,2011Q1
202-GT-T30,Guatemala,SCMS from RDC,"Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",Air,ARV,Adult,Generic,2011-01-31,2011-02-10,,,,149268.96,246.29,10,,Delayed,2011,January,2011Q1
109-TZ-T30,Tanzania,SCMS from RDC,"Aurobindo Unit III, India",Air,ARV,Pediatric,Generic,2011-02-28,2011-02-28,,617.0,1647.0,17694.24,38.15,0,,On-Time,2011,February,2011Q1
104-CI-T30,C̫te d'Ivoire,SCMS from RDC,"Aurobindo Unit III, India",Air,ARV,Pediatric,Generic,2011-01-31,2011-02-22,,,,4777.32,10.3,22,,Delayed,2011,January,2011Q1
104-CI-T30,C̫te d'Ivoire,SCMS from RDC,Mylan (formerly Matrix) Nashik,Air,ARV,Adult,Generic,2011-01-31,2011-02-22,,,,37758.0,81.41,22,,Delayed,2011,January,2011Q1
114-UG-T30,Uganda,SCMS from RDC,Hetero Unit III Hyderabad IN,Truck,ARV,Adult,Generic,2011-02-28,2011-03-22,,,,52541.86,113.28,22,,Delayed,2011,February,2011Q1
104-CI-T30,C̫te d'Ivoire,SCMS from RDC,"Aurobindo Unit III, India",Air,ARV,Pediatric,Generic,2011-03-31,2011-03-29,,1135.0,17941.47,6137.6,10.13,-2,,On-Time,2011,March,2011Q1
114-UG-T30,Uganda,SCMS from RDC,"Strides, Bangalore, India.",Truck,ARV,Adult,Generic,2011-03-31,2011-04-01,,,,30067.29,64.83,1,,Delayed,2011,March,2011Q1
151-NG-T30,Nigeria,SCMS from RDC,Mylan (formerly Matrix) Nashik,Air Charter,ARV,Adult,Generic,2011-03-30,2011-05-11,,2164.0,12601.06,395133.12,851.91,42,,Delayed,2011,March,2011Q1
114-UG-T30,Uganda,SCMS from RDC,Mylan (formerly Matrix) Nashik,Truck,ARV,Adult,Generic,2011-05-11,2011-05-24,,5075.0,23711.16,194400.0,320.76,13,,Delayed,2011,May,2011Q2
113-ZW-T30,Zimbabwe,SCMS from RDC,"Strides, Bangalore, India.",Truck,ARV,Adult,Generic,2011-05-31,2011-06-09,,521.0,2494.56,22773.23,49.1,9,,Delayed,2011,May,2011Q2
114-UG-T30,Uganda,SCMS from RDC,Mylan (formerly Matrix) Nashik,Truck,ARV,Adult,Generic,2011-06-06,2011-06-01,,,,12449.0,20.54,-5,,On-Time,2011,June,2011Q2
200-ZW-T30,Zimbabwe,SCMS from RDC,"Aurobindo Unit III, India",Truck,ARV,Pediatric,Generic,2011-03-30,2011-06-13,,103.0,1224.02,7874.81,16.98,75,,Delayed,2011,March,2011Q1
109-TZ-T30,Tanzania,SCMS from RDC,Mylan (formerly Matrix) Nashik,Truck,ARV,Adult,Generic,2011-04-28,2011-06-01,,3076.0,3859.0,561744.0,926.88,34,,Delayed,2011,April,2011Q2
151-NG-T30,Nigeria,SCMS from RDC,"Aurobindo Unit III, India",Air Charter,ARV,Adult,Generic,2011-06-15,2011-07-06,,263.0,13398.06,19710.0,32.52,21,,Delayed,2011,June,2011Q2
117-ET-T30,Ethiopia,SCMS from RDC,Hetero Unit III Hyderabad IN,Air,ARV,Adult,Generic,2011-06-21,2011-06-01,,,,207379.24,342.18,-20,,On-Time,2011,June,2011Q2
117-ET-T30,Ethiopia,SCMS from RDC,"Aurobindo Unit III, India",Air,ARV,Adult,Generic,2011-06-21,2011-06-01,,,,42866.76,70.73,-20,,On-Time,2011,June,2011Q2
100-BZ-T30,Belize,SCMS from RDC,"Aurobindo Unit III, India",Air,ARV,Pediatric,Generic,2011-07-15,2011-07-01,,,1959.61,630.0,1.04,-14,,On-Time,2011,July,2011Q3
100-GH-T30,Ghana,SCMS from RDC,Mylan (formerly Matrix) Nashik,Air,ARV,Adult,Generic,2011-07-04,2011-07-20,,611.0,226.25,70067.88,115.61,16,,Delayed,2011,July,2011Q3
111-MZ-T30,Mozambique,SCMS from RDC,"Aurobindo Unit III, India",Truck,ARV,Adult,Generic,2011-08-31,2011-08-30,,36.0,843.36,588.0,0.97,-1,,On-Time,2011,August,2011Q3
200-ZW-T30,Zimbabwe,SCMS from RDC,"Cipla, Goa, India",Air,ARV,Pediatric,Generic,2011-09-30,2011-08-04,,357.0,2001.46,17447.1,37.62,-57,,On-Time,2011,September,2011Q3
106-HT-T30,Haiti,SCMS from RDC,"Aurobindo Unit III, India",Air,ARV,Pediatric,Generic,2011-07-22,2011-07-17,,1156.0,14661.14,6045.0,13.03,-5,,On-Time,2011,July,2011Q3
104-CI-T30,C̫te d'Ivoire,SCMS from RDC,"Aurobindo Unit III, India",Air,ARV,Adult,Generic,2011-09-27,2011-09-12,,,,259709.34,428.52,-15,,On-Time,2011,September,2011Q3
113-ZW-T30,Zimbabwe,SCMS from RDC,"Cipla, Goa, India",Truck,ARV,Adult,Generic,2011-09-30,2011-10-07,,,,49635.88,81.9,7,,Delayed,2011,September,2011Q3
105-GY-T30,Guyana,SCMS from RDC,"Aurobindo Unit III, India",Air,ARV,Pediatric,Generic,2011-12-15,2011-09-28,,,,1285.05,2.12,-78,,On-Time,2011,December,2011Q4
109-TZ-T30,Tanzania,SCMS from RDC,Mylan (formerly Matrix) Nashik,Truck,ARV,Adult,Generic,2011-10-03,2011-09-23,,396.0,1047.17,68285.76,112.67,-10,,On-Time,2011,October,2011Q4
200-ZW-T30,Zimbabwe,SCMS from RDC,Mylan (formerly Matrix) Nashik,Truck,ARV,Pediatric,Generic,2011-10-14,2011-10-21,,1456.0,2326.77,105995.0,228.53,7,,Delayed,2011,October,2011Q4
100-ZW-T30,Zimbabwe,SCMS from RDC,"Aurobindo Unit III, India",Truck,ARV,Pediatric,Generic,2011-10-27,2011-10-21,,298.0,1360.32,10100.0,16.66,-6,,On-Time,2011,October,2011Q4
900-SZ-T30,Swaziland,SCMS from RDC,Hetero Unit III Hyderabad IN,Air,ARV,Adult,Generic,2011-12-12,2011-10-18,,,,21354.66,35.24,-55,,On-Time,2011,December,2011Q4
104-CI-T30,C̫te d'Ivoire,SCMS from RDC,Mylan (formerly Matrix) Nashik,Air,ARV,Adult,Generic,2011-11-22,2011-10-31,,777.0,3274.41,129945.6,214.41,-22,,On-Time,2011,November,2011Q4
111-MZ-T30,Mozambique,SCMS from RDC,Hetero Unit III Hyderabad IN,Truck,ARV,Adult,Generic,2012-01-25,2012-01-25,,79.0,1078.61,3397.14,5.61,0,,On-Time,2012,January,2012Q1
109-TZ-T30,Tanzania,SCMS from RDC,Mylan (formerly Matrix) Nashik,Truck,ARV,Pediatric,Generic,2011-12-20,2011-12-12,,562.0,6614.27,42245.0,69.7,-8,,On-Time,2011,December,2011Q4
106-HT-T30,Haiti,SCMS from RDC,"Aurobindo Unit III, India",Air,ARV,Pediatric,Generic,2011-12-31,2011-12-20,,122.0,2053.52,4000.0,6.6,-11,,On-Time,2011,December,2011Q4
107-RW-T30,Rwanda,SCMS from RDC,"Aurobindo Unit III, India",Truck,ARV,Adult,Generic,2011-12-08,2011-11-25,,21.0,14622.43,5260.0,8.68,-13,,On-Time,2011,December,2011Q4
110-ZM-T30,Zambia,SCMS from RDC,Hetero Unit III Hyderabad IN,Truck,ARV,Adult,Generic,2012-02-28,2011-11-28,,,,35879.22,59.2,-92,,On-Time,2012,February,2012Q1
102-KE-T30,Kenya,SCMS from RDC,"Aurobindo Unit III, India",Air,ARV,Pediatric,Generic,2011-11-30,2011-11-11,,1496.0,5752.74,7800.0,10.94,-19,,On-Time,2011,November,2011Q4
107-RW-T30,Rwanda,SCMS from RDC,Hetero Unit III Hyderabad IN,Air,ARV,Adult,Generic,2011-12-05,2011-12-02,,,,631.8,1.04,-3,,On-Time,2011,December,2011Q4
113-ZW-T30,Zimbabwe,SCMS from RDC,"Strides, Bangalore, India.",Truck,ARV,Adult,Generic,2011-12-07,2011-12-09,,,,13773.55,22.73,2,,Delayed,2011,December,2011Q4
151-NG-T30,Nigeria,SCMS from RDC,"Aurobindo Unit III, India",Air Charter,ARV,Adult,Generic,2011-12-20,2011-12-20,,18907.0,15322.73,1458128.76,2405.91,0,,On-Time,2011,December,2011Q4
104-CI-T30,C̫te d'Ivoire,SCMS from RDC,"Aurobindo Unit III, India",Truck,ARV,Adult,Generic,2012-02-06,2012-02-06,,,,103334.4,170.5,0,,On-Time,2012,February,2012Q1
104-CI-T30,C̫te d'Ivoire,SCMS from RDC,Mylan (formerly Matrix) Nashik,Truck,ARV,Adult,Generic,2012-02-06,2012-02-06,,,,95401.8,157.41,0,,On-Time,2012,February,2012Q1
105-GY-T30,Guyana,SCMS from RDC,"Aurobindo Unit III, India",Air,ARV,Pediatric,Generic,2012-01-31,2012-01-18,,103.0,1783.38,525.4,0.87,-13,,On-Time,2012,January,2012Q1
106-HT-T30,Haiti,SCMS from RDC,"Aurobindo Unit III, India",Air,ARV,Pediatric,Generic,2012-02-15,2012-01-19,,1587.0,16163.28,8400.0,13.86,-27,,On-Time,2012,February,2012Q1
101-CD-T30,"Congo, DRC",SCMS from RDC,Mylan (formerly Matrix) Nashik,Air,ARV,Adult,Generic,2012-03-16,2012-02-14,,,,2794.0,3.92,-31,,On-Time,2012,March,2012Q1
101-CD-T30,"Congo, DRC",SCMS from RDC,Mylan (formerly Matrix) Nashik,Air,ARV,Adult,Generic,2012-03-16,2012-02-14,,,,248.71,0.35,-31,,On-Time,2012,March,2012Q1
101-CD-T30,"Congo, DRC",SCMS from RDC,"Aurobindo Unit III, India",Air,ARV,Adult,Generic,2012-03-16,2012-02-14,,,,303.66,0.43,-31,,On-Time,2012,March,2012Q1
101-CD-T30,"Congo, DRC",SCMS from RDC,"Strides, Bangalore, India.",Air,ARV,Adult,Generic,2012-03-16,2012-02-14,,,,1032.0,1.45,-31,,On-Time,2012,March,2012Q1
101-CD-T30,"Congo, DRC",SCMS from RDC,"Aurobindo Unit III, India",Air,ARV,Pediatric,Generic,2012-03-16,2012-03-14,,,,902.85,1.27,-2,,On-Time,2012,March,2012Q1
101-CD-T30,"Congo, DRC",SCMS from RDC,"Aurobindo Unit III, India",Air,ARV,Pediatric,Generic,2012-03-16,2012-03-14,,,,1209.0,1.7,-2,,On-Time,2012,March,2012Q1
101-CD-T30,"Congo, DRC",SCMS from RDC,"Aurobindo Unit III, India",Air,ARV,Pediatric,Generic,2012-03-16,2012-04-13,,,,294.45,0.41,28,,Delayed,2012,March,2012Q1
101-CD-T30,"Congo, DRC",SCMS from RDC,Mylan (formerly Matrix) Nashik,Air,ARV,Adult,Generic,2012-03-16,2012-04-13,,,,115.52,0.16,28,,Delayed,2012,March,2012Q1
101-CD-T30,"Congo, DRC",SCMS from RDC,Hetero Unit III Hyderabad IN,Air,ARV,Adult,Generic,2012-03-16,2012-03-23,,,,737.1,1.03,7,,Delayed,2012,March,2012Q1
111-MZ-T30,Mozambique,SCMS from RDC,"Aurobindo Unit III, India",Truck,ARV,Pediatric,Generic,2012-02-29,2012-03-08,,12489.0,9458.64,81896.1,135.13,8,,Delayed,2012,February,2012Q1
113-ZW-T30,Zimbabwe,SCMS from RDC,"Strides, Bangalore, India.",Truck,ARV,Adult,Generic,2012-02-29,2012-02-16,,,,71080.56,117.28,-13,,On-Time,2012,February,2012Q1
101-CD-T30,"Congo, DRC",SCMS from RDC,Hetero Unit III Hyderabad IN,Air,ARV,Adult,Generic,2012-03-22,2012-03-22,,5.0,491.43,170.09,0.24,0,,On-Time,2012,March,2012Q1
106-HT-T30,Haiti,SCMS from RDC,Mylan (formerly Matrix) Nashik,Air,ARV,Adult,Generic,2012-03-02,2012-03-12,,,,32917.5,46.15,10,,Delayed,2012,March,2012Q1
109-TZ-T30,Tanzania,SCMS from RDC,"Aurobindo Unit III, India",Truck,ARV,Pediatric,Generic,2012-03-30,2012-03-12,,830.0,1698.83,57743.7,95.28,-18,,On-Time,2012,March,2012Q1
104-CI-T30,C̫te d'Ivoire,SCMS from RDC,"Strides, Bangalore, India.",Air,ARV,Adult,Generic,2012-03-19,2012-02-24,,3453.0,9657.88,196169.68,275.03,-24,,On-Time,2012,March,2012Q1
109-TZ-T30,Tanzania,SCMS from RDC,Hetero Unit III Hyderabad IN,Truck,ARV,Adult,Generic,2012-04-06,2012-02-14,,,,276602.04,456.39,-52,,On-Time,2012,April,2012Q2
151-NG-T30,Nigeria,SCMS from RDC,"Aurobindo Unit III, India",Air Charter,ARV,Pediatric,Generic,2012-06-20,2012-02-16,,233.0,25231.96,13571.1,19.03,-125,,On-Time,2012,June,2012Q2
151-NG-T30,Nigeria,SCMS from RDC,Mylan (formerly Matrix) Nashik,Air Charter,ARV,Adult,Generic,2012-06-20,2012-02-16,,188.0,25231.96,16500.0,23.13,-125,,On-Time,2012,June,2012Q2
151-NG-T30,Nigeria,SCMS from RDC,Hetero Unit III Hyderabad IN,Air Charter,ARV,Adult,Generic,2012-06-20,2012-02-16,,2046.0,25231.96,45437.33,63.7,-125,,On-Time,2012,June,2012Q2
109-TZ-T30,Tanzania,SCMS from RDC,Mylan (formerly Matrix) Nashik,Truck,ARV,Pediatric,Generic,2012-04-11,2012-04-11,,641.0,3279.25,47863.5,78.97,0,,On-Time,2012,April,2012Q2
110-ZM-T30,Zambia,SCMS from RDC,Mylan (formerly Matrix) Nashik,Truck,ARV,Adult,Generic,2012-05-15,2012-02-27,,2236.0,5447.21,492004.5,811.81,-78,,On-Time,2012,May,2012Q2
102-BI-T30,Burundi,SCMS from RDC,ABBVIE Ludwigshafen Germany,Air,ARV,Adult,Aluvia,2012-04-26,2012-05-04,,,,8097.6,11.35,8,,Delayed,2012,April,2012Q2
114-UG-T30,Uganda,SCMS from RDC,"Aurobindo Unit III, India",Truck,ARV,Adult,Generic,2012-04-24,2012-02-27,,,,23200.0,32.53,-57,,On-Time,2012,April,2012Q2
104-CI-T30,C̫te d'Ivoire,SCMS from RDC,Mylan (formerly Matrix) Nashik,Truck,ARV,Adult,Generic,2012-04-19,2012-04-19,,,,152737.2,252.02,0,,On-Time,2012,April,2012Q2
113-ZW-T30,Zimbabwe,SCMS from RDC,Mylan (formerly Matrix) Nashik,Truck,ARV,Adult,Generic,2012-04-13,2012-04-10,,,,474738.56,783.32,-3,,On-Time,2012,April,2012Q2
113-ZW-T30,Zimbabwe,SCMS from RDC,"Strides, Bangalore, India.",Truck,ARV,Adult,Generic,2012-04-13,2012-04-10,,,,21092.5,34.8,-3,,On-Time,2012,April,2012Q2
114-UG-T30,Uganda,SCMS from RDC,Mylan (formerly Matrix) Nashik,Truck,ARV,Adult,Generic,2012-05-16,2012-03-27,,,,140382.0,231.63,-50,,On-Time,2012,May,2012Q2
110-ZM-T30,Zambia,SCMS from RDC,Mylan (formerly Matrix) Nashik,Truck,ARV,Adult,Generic,2012-04-27,2012-04-16,,1677.0,8510.81,219450.0,307.67,-11,,On-Time,2012,April,2012Q2
111-MZ-T30,Mozambique,SCMS from RDC,"Strides, Bangalore, India.",Truck,ARV,Adult,Generic,2012-05-07,2012-05-10,,346.0,3580.36,25103.08,41.42,3,,Delayed,2012,May,2012Q2
113-ZW-T30,Zimbabwe,SCMS from RDC,"Strides, Bangalore, India.",Truck,ARV,Adult,Generic,2012-04-17,2012-05-07,,,,382141.4,630.53,20,,Delayed,2012,April,2012Q2
110-ZM-T30,Zambia,SCMS from RDC,"Cipla, Goa, India",Truck,ARV,Adult,Generic,2012-05-15,2012-04-30,,,,773240.0,1275.85,-15,,On-Time,2012,May,2012Q2
110-ZM-T30,Zambia,SCMS from RDC,Hetero Unit III Hyderabad IN,Truck,ARV,Adult,Generic,2012-05-15,2012-04-30,,,,955485.18,1576.55,-15,,On-Time,2012,May,2012Q2
